Type,Start,End
UTR,10243975,10244034
exon,10244776,10244893
UTR,10244776,10244893
exon,10259357,10259401
UTR,10259357,10259401
exon,10259357,10259401
UTR,10259357,10259401
exon,10261231,10261315
UTR,10261231,10261315
exon,10265479,10265677
UTR,10265479,10265677
UTR,10275429,10275491
UTR,10275429,10275491
UTR,10275429,10275491
UTR,10275429,10275491
UTR,10275429,10275491
UTR,10275429,10275491
UTR,10275429,10275491
UTR,10275429,10275491
UTR,10275429,10275491
UTR,10275429,10275491
UTR,10275429,10275491
UTR,10275429,10275491
exon,10275429,10275563
exon,10275429,10275563
exon,10275429,10275563
exon,10275429,10275563
exon,10275429,10275563
exon,10275429,10275563
exon,10275429,10275563
exon,10275429,10275563
exon,10275429,10275563
exon,10275429,10275563
exon,10275429,10275563
exon,10275429,10275563
start_codon,10275492,10275494
start_codon,10275492,10275494
start_codon,10275492,10275494
start_codon,10275492,10275494
start_codon,10275492,10275494
start_codon,10275492,10275494
start_codon,10275492,10275494
start_codon,10275492,10275494
start_codon,10275492,10275494
start_codon,10275492,10275494
start_codon,10275492,10275494
start_codon,10275492,10275494
CDS,10275492,10275563
CDS,10275492,10275563
CDS,10275492,10275563
CDS,10275492,10275563
CDS,10275492,10275563
CDS,10275492,10275563
CDS,10275492,10275563
CDS,10275492,10275563
CDS,10275492,10275563
CDS,10275492,10275563
CDS,10275492,10275563
CDS,10275492,10275563
exon,10277685,10277726
CDS,10277685,10277726
exon,10277685,10277726
CDS,10277685,10277726
exon,10277685,10277726
CDS,10277685,10277726
exon,10277685,10277726
CDS,10277685,10277726
exon,10277685,10277726
CDS,10277685,10277726
exon,10277685,10277726
CDS,10277685,10277726
exon,10277685,10277726
CDS,10277685,10277726
exon,10277685,10277726
CDS,10277685,10277726
exon,10277685,10277726
CDS,10277685,10277726
exon,10277685,10277726
CDS,10277685,10277726
exon,10277685,10277726
CDS,10277685,10277726
exon,10277685,10277726
CDS,10277685,10277726
exon,10284724,10284772
CDS,10284724,10284772
exon,10284724,10284772
CDS,10284724,10284772
exon,10284724,10284772
CDS,10284724,10284772
exon,10284724,10284772
CDS,10284724,10284772
exon,10284724,10284772
CDS,10284724,10284772
exon,10284724,10284772
CDS,10284724,10284772
exon,10284724,10284772
CDS,10284724,10284772
exon,10284724,10284772
CDS,10284724,10284772
exon,10284724,10284772
CDS,10284724,10284772
exon,10284724,10284772
CDS,10284724,10284772
exon,10284724,10284772
CDS,10284724,10284772
exon,10284724,10284772
CDS,10284724,10284772
exon,10292882,10292999
CDS,10292882,10292999
exon,10293161,10293278
CDS,10293161,10293278
exon,10293161,10293278
CDS,10293161,10293278
exon,10293161,10293278
CDS,10293161,10293278
exon,10293161,10293278
CDS,10293161,10293278
exon,10293161,10293278
CDS,10293161,10293278
exon,10293161,10293278
CDS,10293161,10293278
exon,10293161,10293278
CDS,10293161,10293278
exon,10293161,10293278
CDS,10293161,10293278
exon,10293161,10293278
CDS,10293161,10293278
exon,10293161,10293278
CDS,10293161,10293278
exon,10293161,10293278
CDS,10293161,10293278
exon,10296925,10297050
CDS,10296925,10297050
exon,10296925,10297050
CDS,10296925,10297050
exon,10296925,10297050
CDS,10296925,10297050
exon,10296925,10297050
CDS,10296925,10297050
exon,10296925,10297050
CDS,10296925,10297050
exon,10296925,10297050
CDS,10296925,10297050
exon,10296925,10297050
CDS,10296925,10297050
exon,10296925,10297050
CDS,10296925,10297050
exon,10296925,10297050
CDS,10296925,10297050
exon,10296925,10297050
CDS,10296925,10297050
exon,10296925,10297050
CDS,10296925,10297050
exon,10296925,10297050
CDS,10296925,10297050
exon,10299268,10299412
CDS,10299268,10299412
exon,10299268,10299412
CDS,10299268,10299412
exon,10299268,10299412
CDS,10299268,10299412
exon,10299268,10299412
CDS,10299268,10299412
exon,10299268,10299412
CDS,10299268,10299412
exon,10299268,10299412
CDS,10299268,10299412
exon,10299268,10299412
CDS,10299268,10299412
exon,10299268,10299412
CDS,10299268,10299412
exon,10299268,10299412
CDS,10299268,10299412
exon,10299268,10299412
CDS,10299268,10299412
exon,10299268,10299412
CDS,10299268,10299412
exon,10299268,10299412
CDS,10299268,10299412
CDS,10306129,10306194
CDS,10306129,10306194
CDS,10306129,10306194
CDS,10306129,10306194
CDS,10306129,10306194
CDS,10306129,10306194
CDS,10306129,10306194
CDS,10306129,10306194
CDS,10306129,10306194
CDS,10306129,10306194
CDS,10306129,10306194
CDS,10306129,10306194
exon,10306129,10307418
exon,10306129,10307418
exon,10306129,10308258
exon,10306129,10308258
exon,10306129,10308258
exon,10306129,10308258
exon,10306129,10308258
exon,10306129,10308258
exon,10306129,10308258
exon,10306129,10308258
exon,10306129,10308258
exon,10306129,10308258
stop_codon,10306195,10306197
stop_codon,10306195,10306197
stop_codon,10306195,10306197
stop_codon,10306195,10306197
stop_codon,10306195,10306197
stop_codon,10306195,10306197
stop_codon,10306195,10306197
stop_codon,10306195,10306197
stop_codon,10306195,10306197
stop_codon,10306195,10306197
stop_codon,10306195,10306197
stop_codon,10306195,10306197
UTR,10306195,10307418
UTR,10306195,10307418
UTR,10306195,10308258
UTR,10306195,10308258
UTR,10306195,10308258
UTR,10306195,10308258
UTR,10306195,10308258
UTR,10306195,10308258
UTR,10306195,10308258
UTR,10306195,10308258
UTR,10306195,10308258
UTR,10306195,10308258
gene,10308422,10309905
transcript,10308422,10309905
exon,10308422,10309905
exon,10317889,10318123
gene,10317889,10318753
transcript,10317889,10318753
exon,10318229,10318753
gene,10334419,10334698
transcript,10334419,10334698
exon,10334419,10334698
gene,10349157,10349628
transcript,10349157,10349628
exon,10349157,10349628
gene,10385779,10387806
transcript,10385779,10387806
exon,10385779,10387806
UTR,10401009,10405249
exon,10401009,10405687
gene,10401009,10434222
transcript,10401009,10434222
UTR,10401621,10405249
exon,10401621,10405687
transcript,10401621,10434214
UTR,10405184,10405249
exon,10405184,10405687
transcript,10405184,10431922
stop_codon,10405247,10405249
stop_codon,10405247,10405249
stop_codon,10405247,10405249
CDS,10405250,10405687
CDS,10405250,10405687
CDS,10405250,10405687
exon,10407616,10407726
CDS,10407616,10407726
exon,10407616,10407726
CDS,10407616,10407726
exon,10407616,10407726
CDS,10407616,10407726
exon,10408628,10408803
CDS,10408628,10408803
exon,10408628,10408803
CDS,10408628,10408803
exon,10408628,10408803
CDS,10408628,10408803
CDS,10412530,10413514
CDS,10412530,10413514
CDS,10412530,10413514
exon,10412530,10413931
exon,10412530,10413931
exon,10412530,10413931
start_codon,10413512,10413514
start_codon,10413512,10413514
start_codon,10413512,10413514
UTR,10413515,10413931
UTR,10413515,10413931
UTR,10413515,10413931
UTR,10413520,10413737
exon,10413520,10413931
gene,10413520,10431922
transcript,10413520,10431922
stop_codon,10413735,10413737
CDS,10413738,10413887
start_codon,10413885,10413887
UTR,10413888,10413931
exon,10420528,10420758
UTR,10420528,10420758
exon,10420528,10420758
UTR,10420528,10420758
exon,10420528,10420758
UTR,10420528,10420758
exon,10420528,10420758
UTR,10420528,10420758
stop_codon,10420546,10420548
UTR,10420546,10420548
gene,10420546,10420737
transcript,10420546,10420737
exon,10420546,10420737
CDS,10420549,10420737
start_codon,10420735,10420737
exon,10428730,10428816
UTR,10428730,10428816
exon,10431684,10431922
UTR,10431684,10431922
exon,10431684,10431922
UTR,10431684,10431922
exon,10434108,10434214
UTR,10434108,10434214
exon,10434108,10434222
UTR,10434108,10434222
exon,10435305,10435453
UTR,10435305,10435453
transcript,10435305,10628030
gene,10435305,10636829
UTR,10458176,10458204
exon,10458176,10458231
start_codon,10458205,10458207
CDS,10458205,10458231
exon,10556231,10556320
CDS,10556231,10556320
exon,10560700,10560820
CDS,10560700,10560820
exon,10598675,10598752
CDS,10598675,10598752
exon,10601731,10601819
CDS,10601731,10601819
gene,10612861,10614229
transcript,10612861,10614229
exon,10612861,10614229
exon,10621314,10621414
CDS,10621314,10621414
CDS,10622659,10623376
exon,10622659,10628030
stop_codon,10623377,10623379
UTR,10623377,10628030
UTR,10637684,10639500
exon,10637684,10639955
gene,10637684,10673999
transcript,10637684,10673999
stop_codon,10639498,10639500
CDS,10639501,10639955
exon,10640783,10640933
CDS,10640783,10640933
exon,10641113,10641244
CDS,10641113,10641244
exon,10641460,10641693
CDS,10641460,10641693
exon,10641783,10641892
CDS,10641783,10641892
exon,10642488,10642601
CDS,10642488,10642601
exon,10643778,10643863
CDS,10643778,10643863
exon,10644357,10644384
CDS,10644357,10644384
exon,10644863,10644979
CDS,10644863,10644979
exon,10645143,10645256
CDS,10645143,10645256
exon,10645356,10645469
CDS,10645356,10645469
exon,10645971,10646084
CDS,10645971,10646084
exon,10646939,10647103
CDS,10646939,10647103
exon,10647960,10648110
CDS,10647960,10648110
exon,10648549,10648722
CDS,10648549,10648722
exon,10649061,10649107
CDS,10649061,10649107
exon,10649522,10649635
CDS,10649522,10649635
gene,10649636,10649695
transcript,10649636,10649695
exon,10649636,10649695
exon,10650247,10650360
CDS,10650247,10650360
exon,10651581,10651694
CDS,10651581,10651694
exon,10652131,10652250
CDS,10652131,10652250
exon,10652468,10652598
CDS,10652468,10652598
exon,10656398,10656458
CDS,10656398,10656458
exon,10658468,10658722
CDS,10658468,10658722
exon,10663963,10664014
CDS,10663963,10664014
exon,10672695,10673025
transcript,10672695,10910124
gene,10672695,10994924
exon,10672701,10673006
CDS,10672701,10673006
CDS,10673450,10673530
exon,10673450,10673999
start_codon,10673528,10673530
UTR,10673531,10673999
exon,10696949,10697127
transcript,10696949,10754027
gene,10696949,10754033
exon,10697462,10697579
exon,10753031,10753145
exon,10753278,10753664
gene,10753278,10765286
transcript,10753278,10765286
exon,10753585,10754027
exon,10761311,10761535
exon,10765170,10765286
gene,10875333,10909279
exon,10875921,10876230
transcript,10875921,10909272
exon,10878324,10878373
exon,10884486,10884690
gene,10888582,10889088
transcript,10888582,10889088
exon,10888582,10889088
exon,10889953,10890280
transcript,10889953,10909267
exon,10893965,10894020
exon,10893965,10894020
exon,10894616,10894844
exon,10894616,10894862
exon,10896015,10896400
exon,10896015,10896400
exon,10897106,10897167
exon,10897106,10897167
exon,10902284,10902302
transcript,10902284,10914535
exon,10907579,10907641
exon,10908206,10908250
exon,10908360,10908401
exon,10908826,10908879
exon,10908826,10910124
exon,10908966,10909267
exon,10908966,10909272
exon,10909156,10909289
exon,10913008,10913160
exon,10914404,10914535
exon,10986675,10986757
transcript,10986675,10991935
exon,10987464,10987531
exon,10988105,10988173
exon,10991598,10991935
exon,10996293,10996539
gene,10996293,11029455
transcript,10996293,11029455
exon,10998321,10998698
exon,10998587,10998698
transcript,10998587,11029366
exon,11000760,11001281
gene,11001304,11001763
transcript,11001304,11001763
exon,11001304,11001763
exon,11026445,11026574
exon,11027751,11027906
exon,11027751,11027906
exon,11028162,11028284
exon,11028162,11028284
exon,11029191,11029366
exon,11029191,11029455
exon,11234170,11234289
gene,11234170,11301525
transcript,11234170,11301525
exon,11264950,11266443
transcript,11264950,11273404
exon,11268750,11268882
exon,11268750,11268882
exon,11270259,11270678
exon,11271205,11271283
exon,11273334,11273383
exon,11273334,11273404
exon,11286662,11286779
exon,11294636,11294734
exon,11301440,11301525
gene,11345383,11345855
transcript,11345383,11345855
exon,11345383,11345855
exon,11536406,11536435
gene,11536406,11541647
transcript,11536406,11541647
exon,11540461,11540564
exon,11541487,11541647
exon,11566484,11569582
gene,11566484,11581335
transcript,11566484,11581335
exon,11579232,11579485
exon,11581118,11581335
gene,11608436,11609048
transcript,11608436,11609048
exon,11608436,11609048
gene,11621051,11621477
transcript,11621051,11621477
exon,11621051,11621477
gene,11685144,11687323
transcript,11685144,11687323
exon,11685144,11687323
exon,11800463,11800911
transcript,11800463,11810426
gene,11800463,11878429
exon,11809987,11810439
transcript,11809987,11878371
exon,11809989,11810439
transcript,11809989,11878429
exon,11810180,11810426
gene,11818821,11819091
transcript,11818821,11819091
exon,11818821,11819091
gene,11838355,11838574
transcript,11838355,11838574
exon,11838355,11838574
exon,11849507,11849658
exon,11870645,11870727
exon,11870645,11870727
exon,11871899,11872193
exon,11871986,11872193
exon,11873147,11873217
exon,11878254,11878429
exon,11878258,11878371
exon,11890723,11890954
UTR,11890723,11890954
gene,11890723,11926609
transcript,11890723,11926609
exon,11890817,11890954
UTR,11890817,11890954
transcript,11890817,11926609
exon,11890828,11890954
UTR,11890828,11890954
transcript,11890828,11926609
exon,11892493,11892543
UTR,11892493,11892543
transcript,11892493,11926590
exon,11909404,11910507
gene,11909404,11918677
transcript,11909404,11918677
exon,11913314,11913676
exon,11917778,11918011
UTR,11917778,11918011
UTR,11917778,11918275
exon,11917778,11918601
exon,11917865,11918011
UTR,11917865,11918011
transcript,11917865,11926590
UTR,11917893,11918275
exon,11917893,11918601
transcript,11917893,11926595
start_codon,11918276,11918278
start_codon,11918276,11918278
CDS,11918276,11918601
CDS,11918276,11918601
exon,11918314,11918677
UTR,11918334,11918458
UTR,11918334,11918458
UTR,11918334,11918458
UTR,11918334,11918458
exon,11918334,11918601
exon,11918334,11918601
exon,11918334,11918601
exon,11918334,11918601
start_codon,11918459,11918461
start_codon,11918459,11918461
start_codon,11918459,11918461
start_codon,11918459,11918461
CDS,11918459,11918601
CDS,11918459,11918601
CDS,11918459,11918601
CDS,11918459,11918601
exon,11919086,11919176
CDS,11919086,11919176
exon,11919086,11919176
CDS,11919086,11919176
exon,11919086,11919176
CDS,11919086,11919176
exon,11919086,11919176
CDS,11919086,11919176
exon,11919086,11919176
CDS,11919086,11919176
exon,11919086,11919176
CDS,11919086,11919176
exon,11919718,11919836
CDS,11919718,11919836
exon,11919718,11919836
CDS,11919718,11919836
exon,11919718,11919836
CDS,11919718,11919836
exon,11919718,11919836
CDS,11919718,11919836
exon,11919718,11919836
CDS,11919718,11919836
exon,11919718,11919836
CDS,11919718,11919836
CDS,11922634,11923663
CDS,11922634,11923663
CDS,11922634,11923663
CDS,11922634,11923663
CDS,11922634,11923663
CDS,11922634,11923663
exon,11922634,11926590
exon,11922634,11926590
exon,11922634,11926595
exon,11922634,11926609
exon,11922634,11926609
exon,11922634,11926609
stop_codon,11923664,11923666
stop_codon,11923664,11923666
stop_codon,11923664,11923666
stop_codon,11923664,11923666
stop_codon,11923664,11923666
stop_codon,11923664,11923666
UTR,11923664,11926590
UTR,11923664,11926590
UTR,11923664,11926595
UTR,11923664,11926609
UTR,11923664,11926609
UTR,11923664,11926609
exon,12243308,12245839
gene,12243308,12318221
transcript,12243308,12318221
exon,12247035,12247441
exon,12305613,12305726
gene,12305613,12316485
transcript,12305613,12316485
exon,12316127,12316485
exon,12318050,12318221
gene,12380056,12381255
transcript,12380056,12381255
exon,12380056,12381255
exon,12865202,12865677
gene,12865202,12952519
transcript,12865202,12952519
exon,12866504,12866605
exon,12892641,12893426
exon,12894347,12894501
exon,12902308,12902420
exon,12906995,12907116
exon,12920629,12920721
exon,12924732,12924908
exon,12934877,12935474
gene,12934877,12937097
transcript,12934877,12937097
exon,12936204,12936391
exon,12936262,12936356
gene,12936262,12940902
transcript,12936262,12940902
exon,12936998,12937097
exon,12937029,12937101
exon,12937332,12937453
exon,12938033,12938282
exon,12940515,12940902
exon,12940819,12940936
exon,12945144,12945192
gene,12950288,13008417
exon,12950330,12950761
transcript,12950330,12968130
exon,12950343,12950761
transcript,12950343,13008417
exon,12950400,12950486
exon,12951451,12951567
exon,12951451,12951567
exon,12951765,12952519
exon,12965998,12966172
exon,12966002,12966172
exon,12967046,12967210
exon,12967049,12967210
exon,12967540,12968130
exon,12994910,12994996
exon,13008058,13008417
UTR,13008972,13009267
exon,13008972,13009384
gene,13008972,13169103
transcript,13008972,13169103
start_codon,13009268,13009270
CDS,13009268,13009384
exon,13048945,13049130
CDS,13048945,13049130
exon,13072256,13072410
CDS,13072256,13072410
gene,13073667,13074312
transcript,13073667,13074312
exon,13073667,13074312
exon,13074349,13074497
CDS,13074349,13074497
exon,13091083,13091207
CDS,13091083,13091207
exon,13093484,13093577
CDS,13093484,13093577
exon,13110112,13110217
CDS,13110112,13110217
exon,13117506,13117725
CDS,13117506,13117725
exon,13126591,13126717
CDS,13126591,13126717
exon,13154003,13154138
CDS,13154003,13154138
exon,13160003,13160132
CDS,13160003,13160132
CDS,13164754,13164864
exon,13164754,13169103
stop_codon,13164865,13164867
UTR,13164865,13169103
UTR,13221274,13221776
exon,13221274,13221914
gene,13221274,13300651
transcript,13221274,13300651
start_codon,13221777,13221779
CDS,13221777,13221914
exon,13237801,13238109
gene,13237801,13239674
transcript,13237801,13239674
exon,13238984,13239104
exon,13239453,13239674
exon,13244064,13244381
gene,13244064,13245369
transcript,13244064,13245369
exon,13245242,13245369
exon,13270504,13270743
CDS,13270504,13270743
exon,13279634,13279898
CDS,13279634,13279898
exon,13288540,13288683
CDS,13288540,13288683
exon,13292374,13292463
CDS,13292374,13292463
CDS,13298942,13299456
exon,13298942,13300651
stop_codon,13299457,13299459
UTR,13299457,13300651
gene,13368291,13368703
transcript,13368291,13368703
exon,13368291,13368703
gene,13389392,13638932
UTR,13389394,13390362
exon,13389394,13390452
transcript,13389394,13638932
stop_codon,13390360,13390362
CDS,13390363,13390452
gene,13392677,13393674
transcript,13392677,13393674
exon,13392677,13393674
exon,13417448,13417521
CDS,13417448,13417521
exon,13435044,13435154
CDS,13435044,13435154
exon,13483227,13483337
CDS,13483227,13483337
exon,13528433,13528511
CDS,13528433,13528511
exon,13534022,13534141
CDS,13534022,13534141
exon,13559008,13559114
CDS,13559008,13559114
exon,13569507,13569586
CDS,13569507,13569586
exon,13580897,13580981
CDS,13580897,13580981
exon,13587250,13587370
CDS,13587250,13587370
exon,13623446,13623514
CDS,13623446,13623514
exon,13625185,13625252
CDS,13625185,13625252
CDS,13629934,13630078
exon,13629934,13630152
start_codon,13630076,13630078
UTR,13630079,13630152
exon,13638894,13638932
UTR,13638894,13638932
UTR,13714322,13714876
exon,13714322,13715167
transcript,13714322,13784886
gene,13714322,13784919
UTR,13714325,13714876
exon,13714325,13715167
transcript,13714325,13784919
stop_codon,13714874,13714876
stop_codon,13714874,13714876
CDS,13714877,13715167
CDS,13714877,13715167
exon,13717368,13717514
CDS,13717368,13717514
exon,13717368,13717514
CDS,13717368,13717514
exon,13718908,13718984
CDS,13718908,13718984
exon,13718908,13718984
CDS,13718908,13718984
exon,13728378,13728465
CDS,13728378,13728465
exon,13728378,13728465
CDS,13728378,13728465
exon,13733721,13733842
CDS,13733721,13733842
exon,13733721,13733842
CDS,13733721,13733842
exon,13759692,13759853
CDS,13759692,13759853
exon,13759692,13759853
CDS,13759692,13759853
exon,13766777,13766924
CDS,13766777,13766924
exon,13766777,13766924
CDS,13766777,13766924
exon,13769907,13770021
CDS,13769907,13770021
exon,13769907,13770021
CDS,13769907,13770021
exon,13771331,13771483
CDS,13771331,13771483
exon,13771331,13771483
CDS,13771331,13771483
exon,13772515,13772615
CDS,13772515,13772615
exon,13772515,13772615
CDS,13772515,13772615
exon,13775157,13775270
CDS,13775157,13775270
exon,13775157,13775270
CDS,13775157,13775270
exon,13775873,13776270
CDS,13775873,13776270
exon,13775873,13776270
CDS,13775873,13776270
CDS,13782504,13783140
CDS,13782504,13783140
exon,13782504,13783183
exon,13782504,13783183
start_codon,13783138,13783140
start_codon,13783138,13783140
UTR,13783141,13783183
UTR,13783141,13783183
exon,13784822,13784886
UTR,13784822,13784886
exon,13784880,13784919
UTR,13784880,13784919
gene,13785007,13821580
UTR,13785028,13785068
exon,13785028,13785290
transcript,13785028,13821580
UTR,13785050,13785068
exon,13785050,13785290
transcript,13785050,13817228
start_codon,13785069,13785071
start_codon,13785069,13785071
CDS,13785069,13785290
CDS,13785069,13785290
exon,13787312,13787352
CDS,13787312,13787352
exon,13787312,13787352
CDS,13787312,13787352
exon,13788589,13788652
CDS,13788589,13788652
exon,13788589,13788652
CDS,13788589,13788652
exon,13793160,13793227
CDS,13793160,13793227
exon,13793180,13793227
CDS,13793180,13793227
exon,13794838,13794941
CDS,13794838,13794941
exon,13798461,13798500
CDS,13798461,13798500
exon,13798461,13798500
CDS,13798461,13798500
exon,13801486,13801683
CDS,13801486,13801683
exon,13801486,13801683
CDS,13801486,13801683
exon,13808842,13808902
CDS,13808842,13808902
exon,13808842,13808902
CDS,13808842,13808902
exon,13816463,13816546
CDS,13816463,13816546
exon,13816463,13816546
CDS,13816463,13816546
exon,13816875,13816957
CDS,13816875,13816957
exon,13816875,13816957
CDS,13816875,13816957
CDS,13817118,13817207
CDS,13817118,13817207
exon,13817118,13817228
exon,13817118,13821580
stop_codon,13817208,13817210
stop_codon,13817208,13817210
UTR,13817208,13817228
UTR,13817208,13821580
UTR,13849247,13849487
exon,13849247,13849604
transcript,13849247,13990614
gene,13849247,13996443
UTR,13849403,13849487
exon,13849403,13849604
transcript,13849403,13990616
UTR,13849437,13849487
exon,13849437,13849607
transcript,13849437,13995267
stop_codon,13849485,13849487
stop_codon,13849485,13849487
stop_codon,13849485,13849487
CDS,13849488,13849604
CDS,13849488,13849604
CDS,13849488,13849607
exon,13850191,13850319
CDS,13850191,13850319
exon,13850191,13850319
CDS,13850191,13850319
exon,13850191,13850319
CDS,13850191,13850319
exon,13859262,13859434
CDS,13859262,13859434
exon,13865167,13865241
CDS,13865167,13865241
exon,13865167,13865241
CDS,13865167,13865241
exon,13865167,13865241
CDS,13865167,13865241
exon,13865349,13865514
CDS,13865349,13865514
exon,13866702,13866850
CDS,13866702,13866850
exon,13866702,13866850
CDS,13866702,13866850
exon,13866702,13866850
CDS,13866702,13866850
exon,13869503,13869590
CDS,13869503,13869590
exon,13869503,13869590
CDS,13869503,13869590
exon,13869503,13869590
CDS,13869503,13869590
exon,13870141,13870203
CDS,13870141,13870203
exon,13870141,13870203
CDS,13870141,13870203
exon,13870141,13870203
CDS,13870141,13870203
exon,13876038,13876115
CDS,13876038,13876115
exon,13876038,13876115
CDS,13876038,13876115
exon,13876038,13876115
CDS,13876038,13876115
exon,13877520,13877588
CDS,13877520,13877588
exon,13877520,13877588
CDS,13877520,13877588
exon,13877520,13877588
CDS,13877520,13877588
exon,13885347,13885403
CDS,13885347,13885403
exon,13885347,13885403
CDS,13885347,13885403
exon,13886288,13886442
CDS,13886288,13886442
exon,13886288,13886442
CDS,13886288,13886442
exon,13886288,13886442
CDS,13886288,13886442
exon,13887769,13887850
CDS,13887769,13887850
exon,13887769,13887850
CDS,13887769,13887850
exon,13887769,13887850
CDS,13887769,13887850
exon,13887942,13888001
CDS,13887942,13888001
exon,13887942,13888001
CDS,13887942,13888001
exon,13887942,13888001
CDS,13887942,13888001
exon,13888459,13888512
CDS,13888459,13888512
exon,13888459,13888512
CDS,13888459,13888512
exon,13888459,13888512
CDS,13888459,13888512
exon,13913782,13913944
CDS,13913782,13913944
exon,13913782,13913944
CDS,13913782,13913944
exon,13913782,13913944
CDS,13913782,13913944
CDS,13919021,13919070
exon,13919021,13919123
CDS,13919021,13919123
exon,13919021,13919123
CDS,13919021,13919123
exon,13919021,13919123
start_codon,13919068,13919070
UTR,13919071,13919123
exon,13931603,13931771
CDS,13931603,13931771
exon,13931603,13931771
CDS,13931603,13931771
exon,13931603,13931771
UTR,13931603,13931771
exon,13956076,13956131
CDS,13956076,13956131
exon,13956076,13956131
CDS,13956076,13956131
exon,13956076,13956131
UTR,13956076,13956131
gene,13973316,13973424
transcript,13973316,13973424
exon,13973316,13973424
CDS,13990477,13990534
CDS,13990477,13990534
exon,13990477,13990614
exon,13990477,13990616
start_codon,13990532,13990534
start_codon,13990532,13990534
UTR,13990535,13990614
UTR,13990535,13990616
exon,13995023,13995267
UTR,13995023,13995267
UTR,13995369,13995763
exon,13995369,13995809
gene,13995369,16053197
transcript,13995369,16053197
UTR,13995516,13995763
exon,13995516,13995809
transcript,13995516,16053197
UTR,13995659,13995763
exon,13995659,13995809
transcript,13995659,16050041
start_codon,13995764,13995766
start_codon,13995764,13995766
start_codon,13995764,13995766
CDS,13995764,13995809
CDS,13995764,13995809
CDS,13995764,13995809
exon,14002288,14002404
CDS,14002288,14002404
exon,14002288,14002404
CDS,14002288,14002404
exon,14002288,14002404
CDS,14002288,14002404
gene,14003508,14003699
transcript,14003508,14003699
exon,14003508,14003699
exon,14085621,14085728
CDS,14085621,14085728
exon,14085621,14085728
CDS,14085621,14085728
exon,14085621,14085728
CDS,14085621,14085728
gene,14127400,14128336
transcript,14127400,14128336
exon,14127400,14128336
gene,14223041,14223325
transcript,14223041,14223325
exon,14223041,14223325
UTR,14322985,14325559
exon,14322985,14327558
transcript,14322985,14337612
gene,14322985,14337614
UTR,14322988,14325559
exon,14322988,14327558
transcript,14322988,14337608
stop_codon,14325557,14325559
stop_codon,14325557,14325559
CDS,14325560,14327506
CDS,14325560,14327506
start_codon,14327504,14327506
start_codon,14327504,14327506
UTR,14327507,14327558
UTR,14327507,14327558
exon,14329134,14329327
UTR,14329134,14329327
exon,14337404,14337608
UTR,14337404,14337608
exon,14337404,14337612
UTR,14337404,14337612
gene,14352320,14352425
transcript,14352320,14352425
exon,14352320,14352425
exon,14493479,14493508
CDS,14493479,14493508
exon,14493479,14493508
CDS,14493479,14493508
exon,14493479,14493508
CDS,14493479,14493508
exon,14522081,14523146
gene,14522081,14523314
transcript,14522081,14523314
exon,14523225,14523314
gene,14547184,14547623
transcript,14547184,14547623
exon,14547184,14547623
exon,14554384,14554428
transcript,14554384,14628908
gene,14554384,14636524
exon,14621766,14621929
exon,14622874,14623014
exon,14626913,14627106
transcript,14626913,14636524
exon,14627064,14627106
exon,14628637,14628829
exon,14628637,14628908
exon,14631841,14631949
exon,14636446,14636524
exon,14684843,14684959
CDS,14684843,14684959
exon,14684843,14684959
CDS,14684843,14684959
exon,14684843,14684959
CDS,14684843,14684959
gene,14757563,14758056
transcript,14757563,14758056
exon,14757563,14758056
gene,14818826,14819308
transcript,14818826,14819308
exon,14818826,14819308
exon,14884250,14884594
transcript,14884250,14929474
gene,14884250,14929528
exon,14884253,14884594
transcript,14884253,14929486
exon,14888096,14888304
exon,14904941,14906029
transcript,14904941,14929515
exon,14909649,14909737
exon,14929375,14929474
exon,14929375,14929486
exon,14929375,14929515
exon,14933843,14933942
gene,14933843,14935363
transcript,14933843,14935363
exon,14934930,14935074
exon,14935238,14935363
gene,15021553,15021659
transcript,15021553,15021659
exon,15021553,15021659
gene,15022852,15022958
transcript,15022852,15022958
exon,15022852,15022958
exon,15196858,15197032
UTR,15196858,15197032
transcript,15196858,16053197
exon,15229940,15230061
CDS,15229940,15230061
exon,15229940,15230061
CDS,15229940,15230061
exon,15229940,15230061
CDS,15229940,15230061
exon,15229940,15230061
UTR,15229940,15230061
gene,15280764,15280873
transcript,15280764,15280873
exon,15280764,15280873
exon,15431405,15431435
CDS,15431405,15431435
exon,15431405,15431435
CDS,15431405,15431435
exon,15431405,15431435
CDS,15431405,15431435
exon,15431405,15431435
UTR,15431405,15431435
exon,15499774,15499847
CDS,15499774,15499847
exon,15499774,15499847
CDS,15499774,15499847
exon,15499774,15499847
CDS,15499774,15499847
exon,15499774,15499847
UTR,15499774,15499847
exon,15552157,15552401
gene,15552157,15552885
transcript,15552157,15552885
exon,15552612,15552885
gene,15619494,15619819
transcript,15619494,15619819
exon,15619494,15619819
UTR,15862743,15862804
exon,15862743,15862826
transcript,15862743,16053197
UTR,15862745,15862804
exon,15862745,15862826
CDS,15862745,15862826
exon,15862745,15862826
CDS,15862745,15862826
exon,15862745,15862826
CDS,15862745,15862826
exon,15862745,15862826
start_codon,15862805,15862807
start_codon,15862805,15862807
CDS,15862805,15862826
CDS,15862805,15862826
exon,15885764,15885811
CDS,15885764,15885811
exon,15885764,15885811
CDS,15885764,15885811
exon,15885764,15885811
CDS,15885764,15885811
exon,15885764,15885811
CDS,15885764,15885811
exon,15885764,15885811
CDS,15885764,15885811
