Type,Start,End
exon,28931155,28931322
CDS,28931155,28931322
exon,28932470,28932664
CDS,28932470,28932664
exon,28932470,28932664
CDS,28932470,28932664
exon,28932470,28932664
CDS,28932470,28932664
exon,28935109,28935329
CDS,28935109,28935329
exon,28935109,28935329
CDS,28935109,28935329
exon,28935109,28935329
CDS,28935109,28935329
exon,28936526,28936697
CDS,28936526,28936697
exon,28936526,28936697
CDS,28936526,28936697
exon,28936526,28936697
CDS,28936526,28936697
exon,28941220,28941406
CDS,28941220,28941406
exon,28941220,28941406
CDS,28941220,28941406
exon,28941220,28941406
CDS,28941220,28941406
exon,28943262,28943336
CDS,28943262,28943336
exon,28943262,28943336
CDS,28943262,28943336
exon,28943262,28943336
CDS,28943262,28943336
exon,28943667,28943904
CDS,28943667,28943904
exon,28943667,28943904
CDS,28943667,28943904
exon,28943667,28943904
CDS,28943667,28943904
exon,28944383,28944596
CDS,28944383,28944596
exon,28944383,28944596
CDS,28944383,28944596
exon,28944383,28944596
CDS,28944383,28944596
exon,28945807,28945951
CDS,28945807,28945951
exon,28945807,28945951
CDS,28945807,28945951
exon,28945807,28945951
CDS,28945807,28945951
exon,28946152,28946287
CDS,28946152,28946287
exon,28946152,28946287
CDS,28946152,28946287
exon,28946152,28946287
CDS,28946152,28946287
exon,28947464,28947606
CDS,28947464,28947606
exon,28947464,28947606
CDS,28947464,28947606
exon,28947464,28947606
CDS,28947464,28947606
exon,28952160,28952264
CDS,28952160,28952264
exon,28952160,28952264
CDS,28952160,28952264
exon,28952160,28952264
CDS,28952160,28952264
exon,28953217,28953376
CDS,28953217,28953376
exon,28953217,28953376
CDS,28953217,28953376
exon,28953217,28953376
CDS,28953217,28953376
exon,28956762,28956948
CDS,28956762,28956948
exon,28956762,28956948
CDS,28956762,28956948
exon,28956762,28956948
CDS,28956762,28956948
exon,28957332,28957476
CDS,28957332,28957476
exon,28957332,28957476
CDS,28957332,28957476
exon,28957332,28957476
CDS,28957332,28957476
exon,28958386,28958539
CDS,28958386,28958539
exon,28958386,28958539
CDS,28958386,28958539
exon,28958386,28958539
CDS,28958386,28958539
exon,28959458,28959697
CDS,28959458,28959697
exon,28959458,28959697
CDS,28959458,28959697
exon,28959458,28959697
CDS,28959458,28959697
exon,28960517,28960706
CDS,28960517,28960706
exon,28960517,28960706
CDS,28960517,28960706
exon,28960517,28960706
CDS,28960517,28960706
transcript,28961317,28992949
exon,28961317,28961533
UTR,28961317,28961533
exon,28964577,28964766
UTR,28964577,28964628
stop_codon,28964626,28964628
CDS,28964629,28964766
exon,28965865,28965906
CDS,28965865,28965906
exon,28965865,28965906
CDS,28965865,28965906
exon,28965865,28965906
CDS,28965865,28965906
exon,28965865,28965906
CDS,28965865,28965906
exon,28966370,28967179
CDS,28966370,28967179
exon,28966370,28967179
CDS,28966370,28967179
exon,28966370,28967179
CDS,28966370,28967179
exon,28966370,28967179
CDS,28966370,28967179
exon,28969466,28969601
CDS,28969466,28969601
exon,28969466,28969601
CDS,28969466,28969601
exon,28969466,28969601
CDS,28969466,28969601
exon,28969466,28969601
CDS,28969466,28969601
exon,28970552,28970742
CDS,28970552,28970742
exon,28970552,28970742
CDS,28970552,28970742
exon,28970552,28970742
CDS,28970552,28970742
exon,28970552,28970742
CDS,28970552,28970742
exon,28971271,28971444
CDS,28971271,28971444
exon,28971271,28971444
CDS,28971271,28971444
exon,28971271,28971444
CDS,28971271,28971444
exon,28971271,28971444
CDS,28971271,28971444
exon,28981119,28981299
CDS,28981119,28981299
exon,28981119,28981299
CDS,28981119,28981299
exon,28981119,28981299
CDS,28981119,28981299
exon,28981119,28981299
CDS,28981119,28981299
exon,28982316,28982368
CDS,28982316,28982368
exon,28982316,28982368
CDS,28982316,28982368
exon,28982316,28982368
CDS,28982316,28982368
exon,28982316,28982368
CDS,28982316,28982368
exon,28984692,28984922
CDS,28984692,28984922
exon,28984692,28984922
CDS,28984692,28984922
exon,28984692,28984922
CDS,28984692,28984922
exon,28984692,28984922
CDS,28984692,28984922
exon,28986139,28986237
CDS,28986139,28986237
exon,28986139,28986237
CDS,28986139,28986237
exon,28986139,28986237
CDS,28986139,28986237
exon,28986139,28986237
CDS,28986139,28986237
exon,28986731,28986934
CDS,28986731,28986934
exon,28986731,28986934
CDS,28986731,28986934
exon,28986731,28986934
CDS,28986731,28986934
exon,28986731,28986934
CDS,28986731,28986934
exon,28992764,28992877
CDS,28992764,28992805
exon,28992764,28992949
CDS,28992764,28992805
exon,28992764,28992956
CDS,28992764,28992943
exon,28992764,28992949
CDS,28992764,28992805
start_codon,28992803,28992805
start_codon,28992803,28992805
start_codon,28992803,28992805
UTR,28992806,28992877
UTR,28992806,28992949
UTR,28992806,28992949
start_codon,28992941,28992943
UTR,28992944,28992956
gene,28997613,28998033
transcript,28997613,28998033
exon,28997613,28998033
gene,29004384,29019360
transcript,29004384,29019349
exon,29004384,29006651
UTR,29004384,29006419
stop_codon,29006417,29006419
CDS,29006420,29006651
exon,29007761,29008123
CDS,29007761,29008123
exon,29008240,29008307
CDS,29008240,29008307
exon,29008395,29008621
CDS,29008395,29008621
exon,29019211,29019349
CDS,29019211,29019277
start_codon,29019275,29019277
UTR,29019278,29019349
gene,29024255,29024890
transcript,29024255,29024890
exon,29024255,29024890
gene,29024629,29054488
transcript,29024629,29054488
exon,29024629,29024777
UTR,29024629,29024777
transcript,29024651,29054488
exon,29024651,29024777
UTR,29024651,29024777
transcript,29024668,29054488
exon,29024668,29024777
UTR,29024668,29024777
exon,29025709,29025771
UTR,29025709,29025771
exon,29027873,29027974
UTR,29027873,29027913
exon,29027873,29027974
UTR,29027873,29027913
exon,29027873,29027974
UTR,29027873,29027913
CDS,29027914,29027974
start_codon,29027914,29027916
CDS,29027914,29027974
start_codon,29027914,29027916
CDS,29027914,29027974
start_codon,29027914,29027916
exon,29030595,29030773
CDS,29030595,29030773
exon,29030595,29030773
CDS,29030595,29030773
exon,29030595,29030773
CDS,29030595,29030773
exon,29034837,29034940
CDS,29034837,29034940
exon,29034837,29034940
CDS,29034837,29034940
exon,29034837,29034940
CDS,29034837,29034940
exon,29036271,29036374
CDS,29036271,29036374
exon,29036271,29036374
CDS,29036271,29036374
exon,29036271,29036374
CDS,29036271,29036374
exon,29037276,29037463
CDS,29037276,29037463
exon,29037276,29037463
CDS,29037276,29037463
exon,29037279,29037463
CDS,29037279,29037463
exon,29038335,29038430
CDS,29038335,29038430
exon,29038335,29038430
CDS,29038335,29038430
exon,29038335,29038430
CDS,29038335,29038430
exon,29039026,29039156
CDS,29039026,29039156
exon,29039026,29039156
CDS,29039026,29039156
exon,29039026,29039156
CDS,29039026,29039156
exon,29039481,29039568
CDS,29039481,29039568
exon,29039481,29039568
CDS,29039481,29039568
exon,29039481,29039568
CDS,29039481,29039568
exon,29040609,29040687
CDS,29040609,29040687
exon,29040609,29040687
CDS,29040609,29040687
exon,29040609,29040687
CDS,29040609,29040687
exon,29042013,29042104
CDS,29042013,29042104
exon,29042013,29042104
CDS,29042013,29042104
exon,29042013,29042104
CDS,29042013,29042104
exon,29042472,29042528
CDS,29042472,29042528
exon,29042472,29042528
CDS,29042472,29042528
exon,29042472,29042528
CDS,29042472,29042528
exon,29043423,29043599
CDS,29043423,29043599
exon,29043423,29043599
CDS,29043423,29043599
exon,29043423,29043599
CDS,29043423,29043599
exon,29046667,29047321
CDS,29046667,29047321
exon,29046667,29047321
CDS,29046667,29047321
exon,29046667,29047321
CDS,29046667,29047321
exon,29048761,29048855
CDS,29048761,29048855
exon,29048761,29048855
CDS,29048761,29048855
exon,29048761,29048855
CDS,29048761,29048855
exon,29050092,29050178
CDS,29050092,29050178
exon,29050092,29050178
CDS,29050092,29050178
exon,29050092,29050178
CDS,29050092,29050178
exon,29053802,29053958
CDS,29053802,29053958
exon,29053802,29053958
CDS,29053802,29053958
exon,29053802,29053958
CDS,29053802,29053958
exon,29054066,29054488
CDS,29054066,29054184
exon,29054066,29054488
CDS,29054066,29054184
exon,29054066,29054488
CDS,29054066,29054184
stop_codon,29054185,29054187
UTR,29054185,29054488
stop_codon,29054185,29054187
UTR,29054185,29054488
stop_codon,29054185,29054187
UTR,29054185,29054488
gene,29055805,29073797
transcript,29056322,29073797
exon,29056322,29056552
UTR,29056322,29056477
transcript,29056326,29073648
exon,29056326,29056552
UTR,29056326,29056477
transcript,29056329,29073351
exon,29056329,29056552
UTR,29056329,29056477
stop_codon,29056475,29056477
stop_codon,29056475,29056477
stop_codon,29056475,29056477
CDS,29056478,29056552
CDS,29056478,29056552
CDS,29056478,29056552
gene,29058073,29060095
transcript,29058073,29060095
exon,29058073,29058192
exon,29059422,29060095
exon,29060541,29060660
CDS,29060541,29060660
exon,29060541,29060660
CDS,29060541,29060660
exon,29060541,29060660
CDS,29060541,29060660
exon,29061253,29061417
CDS,29061253,29061417
exon,29061253,29061417
CDS,29061253,29061417
exon,29061253,29061417
CDS,29061253,29061417
exon,29061496,29061567
CDS,29061496,29061567
exon,29061496,29061567
CDS,29061496,29061567
exon,29061496,29061567
CDS,29061496,29061567
exon,29062128,29062243
CDS,29062128,29062243
exon,29062128,29062243
CDS,29062128,29062243
exon,29062128,29062243
CDS,29062128,29062243
exon,29062328,29062415
CDS,29062328,29062415
exon,29062328,29062415
CDS,29062328,29062415
exon,29062328,29062415
CDS,29062328,29062415
exon,29062490,29062556
CDS,29062490,29062556
exon,29062490,29062556
CDS,29062490,29062556
exon,29062490,29062556
CDS,29062490,29062556
exon,29063352,29063530
CDS,29063352,29063530
exon,29063352,29063530
CDS,29063352,29063530
exon,29063352,29063530
CDS,29063352,29063530
gene,29063446,29064368
transcript,29063446,29064368
exon,29063446,29064036
exon,29064229,29064368
exon,29064968,29065105
CDS,29064968,29065105
exon,29064968,29065105
CDS,29064968,29065105
exon,29064968,29065105
CDS,29064968,29065105
exon,29066716,29066777
CDS,29066716,29066777
exon,29066716,29066777
CDS,29066716,29066777
exon,29066716,29066777
CDS,29066716,29066777
exon,29066891,29067071
CDS,29066891,29067071
exon,29066891,29067071
CDS,29066891,29067071
exon,29066891,29067071
CDS,29066891,29067071
exon,29067556,29067705
CDS,29067556,29067705
exon,29067556,29067705
CDS,29067556,29067705
exon,29067556,29067705
CDS,29067556,29067705
exon,29069423,29069502
CDS,29069423,29069502
exon,29069423,29069502
CDS,29069423,29069502
exon,29070247,29070337
CDS,29070247,29070258
exon,29070247,29070337
CDS,29070247,29070337
exon,29070247,29070337
CDS,29070247,29070337
start_codon,29070256,29070258
UTR,29070259,29070337
exon,29071952,29071988
CDS,29071952,29071954
start_codon,29071952,29071954
UTR,29071955,29071988
exon,29073260,29073351
UTR,29073260,29073351
exon,29073531,29073797
UTR,29073531,29073797
exon,29073531,29073648
CDS,29073531,29073590
start_codon,29073588,29073590
UTR,29073591,29073648
gene,29077471,29175889
transcript,29077633,29175889
exon,29077633,29077713
UTR,29077633,29077713
transcript,29077633,29175889
exon,29077633,29077713
UTR,29077633,29077713
transcript,29077633,29175889
exon,29077633,29077713
UTR,29077633,29077713
transcript,29080552,29175889
exon,29080552,29080708
UTR,29080552,29080708
exon,29085072,29085143
UTR,29085072,29085143
exon,29085813,29085917
UTR,29085813,29085860
exon,29085813,29085917
UTR,29085813,29085917
exon,29085813,29085917
UTR,29085813,29085917
exon,29085813,29085917
UTR,29085813,29085860
CDS,29085861,29085917
start_codon,29085861,29085863
CDS,29085861,29085917
start_codon,29085861,29085863
transcript,29085861,29175888
exon,29085861,29085917
CDS,29085861,29085917
start_codon,29085861,29085863
exon,29091501,29091576
CDS,29091501,29091576
exon,29091501,29091576
UTR,29091501,29091576
exon,29091501,29091576
UTR,29091501,29091576
exon,29091501,29091576
CDS,29091501,29091576
exon,29091501,29091576
CDS,29091501,29091576
exon,29091668,29091761
CDS,29091668,29091761
exon,29091668,29091761
UTR,29091668,29091761
exon,29091668,29091761
UTR,29091668,29091761
exon,29091668,29091761
CDS,29091668,29091761
exon,29091668,29091761
CDS,29091668,29091761
transcript,29092254,29175889
exon,29092254,29092581
UTR,29092254,29092581
exon,29092439,29092581
CDS,29092439,29092581
exon,29092439,29092581
UTR,29092439,29092581
exon,29092439,29092581
UTR,29092439,29092581
exon,29092439,29092581
CDS,29092439,29092581
exon,29092439,29092581
CDS,29092439,29092581
exon,29109040,29109183
UTR,29109040,29109183
transcript,29109132,29175888
exon,29109132,29109183
CDS,29109132,29109183
start_codon,29109132,29109134
gene,29127701,29128188
transcript,29127701,29128188
exon,29127701,29128188
transcript,29130638,29175014
exon,29130638,29130667
UTR,29130638,29130667
transcript,29130644,29175887
exon,29130644,29130923
UTR,29130644,29130923
exon,29130795,29130923
UTR,29130795,29130923
exon,29130795,29130923
UTR,29130795,29130923
exon,29130795,29130923
UTR,29130795,29130923
transcript,29130961,29175026
exon,29130961,29131050
UTR,29130961,29131050
exon,29133306,29133414
UTR,29133306,29133344
exon,29133306,29133414
UTR,29133306,29133344
exon,29133306,29133414
UTR,29133306,29133344
exon,29133306,29133414
UTR,29133306,29133344
exon,29133306,29133414
UTR,29133306,29133344
exon,29133306,29133414
UTR,29133306,29133344
CDS,29133345,29133414
start_codon,29133345,29133347
CDS,29133345,29133414
start_codon,29133345,29133347
CDS,29133345,29133414
start_codon,29133345,29133347
CDS,29133345,29133414
start_codon,29133345,29133347
CDS,29133345,29133414
start_codon,29133345,29133347
CDS,29133345,29133414
start_codon,29133345,29133347
gene,29139283,29139384
transcript,29139283,29139384
exon,29139283,29139384
exon,29149189,29149250
CDS,29149189,29149250
exon,29149189,29149250
CDS,29149189,29149250
exon,29149189,29149250
CDS,29149189,29149250
exon,29149189,29149250
CDS,29149189,29149250
exon,29149189,29149250
CDS,29149189,29149250
exon,29149189,29149250
CDS,29149189,29149250
exon,29149189,29149250
CDS,29149189,29149250
exon,29149189,29149250
CDS,29149189,29149250
exon,29149189,29149250
CDS,29149189,29149250
exon,29149189,29149250
CDS,29149189,29149250
exon,29159941,29160056
CDS,29159941,29160056
exon,29159941,29160056
CDS,29159941,29160056
exon,29159941,29160056
CDS,29159941,29160056
exon,29159941,29160056
CDS,29159941,29160056
exon,29159941,29160056
CDS,29159941,29160056
exon,29159941,29160056
CDS,29159941,29160056
exon,29159941,29160056
CDS,29159941,29160056
exon,29159941,29160056
CDS,29159941,29160056
exon,29159941,29160056
CDS,29159941,29160056
exon,29159941,29160056
CDS,29159941,29160056
exon,29174712,29175889
CDS,29174712,29174889
exon,29174712,29175889
CDS,29174712,29174889
exon,29174712,29175889
CDS,29174712,29174889
exon,29174712,29175889
CDS,29174712,29174889
exon,29174712,29175888
CDS,29174712,29174889
exon,29174712,29175889
CDS,29174712,29174889
exon,29174712,29175888
CDS,29174712,29174889
exon,29174712,29175014
CDS,29174712,29174889
exon,29174712,29175887
CDS,29174712,29174889
exon,29174712,29175026
CDS,29174712,29174889
stop_codon,29174890,29174892
UTR,29174890,29175889
stop_codon,29174890,29174892
UTR,29174890,29175889
stop_codon,29174890,29174892
UTR,29174890,29175889
stop_codon,29174890,29174892
UTR,29174890,29175889
stop_codon,29174890,29174892
UTR,29174890,29175888
stop_codon,29174890,29174892
UTR,29174890,29175889
stop_codon,29174890,29174892
UTR,29174890,29175888
stop_codon,29174890,29174892
UTR,29174890,29175014
stop_codon,29174890,29174892
UTR,29174890,29175887
stop_codon,29174890,29174892
UTR,29174890,29175026
gene,29180425,29180639
transcript,29180425,29180639
exon,29180425,29180639
gene,29182027,29187795
transcript,29182027,29187795
exon,29182027,29182230
exon,29187673,29187795
gene,29193480,29288205
transcript,29193480,29288205
exon,29193480,29193710
transcript,29193494,29288205
exon,29193494,29194260
exon,29193931,29194260
transcript,29194037,29284207
exon,29194037,29194260
gene,29194071,29630751
gene,29222321,29223257
transcript,29222321,29223257
exon,29222321,29223257
exon,29228961,29229026
exon,29284190,29284207
exon,29287984,29288205
exon,29287984,29288205
transcript,29298922,29346148
exon,29298922,29298953
UTR,29298922,29298953
transcript,29299416,29346148
exon,29299416,29299598
UTR,29299416,29299598
exon,29321221,29321514
UTR,29321221,29321280
exon,29321221,29321514
UTR,29321221,29321280
CDS,29321281,29321514
start_codon,29321281,29321283
CDS,29321281,29321514
start_codon,29321281,29321283
exon,29326059,29327393
CDS,29326059,29327393
exon,29326059,29327393
CDS,29326059,29327393
exon,29329487,29329693
CDS,29329487,29329693
exon,29329487,29329693
CDS,29329487,29329693
exon,29342399,29346148
CDS,29342399,29342830
exon,29342399,29346148
CDS,29342399,29342830
stop_codon,29342831,29342833
UTR,29342831,29346148
stop_codon,29342831,29342833
UTR,29342831,29346148
gene,29351634,29361894
transcript,29351634,29361894
exon,29351634,29351813
exon,29352579,29352663
gene,29359002,29359453
transcript,29359002,29359453
exon,29359002,29359453
exon,29361031,29361243
exon,29361552,29361894
gene,29370019,29376339
transcript,29370059,29376339
exon,29370059,29370216
gene,29370497,29373709
transcript,29370623,29373302
exon,29370623,29371155
transcript,29370947,29373709
exon,29370947,29371155
exon,29371735,29371769
exon,29372435,29372563
exon,29372502,29372563
exon,29373242,29373302
exon,29373242,29373709
exon,29375798,29376339
gene,29496047,29500386
transcript,29496047,29500386
exon,29496047,29496238
exon,29500173,29500386
gene,29536933,29940033
transcript,29536933,29939625
exon,29536933,29537385
UTR,29536933,29537232
transcript,29536933,29939674
exon,29536933,29537385
UTR,29536933,29537232
transcript,29536933,29939996
exon,29536933,29537385
UTR,29536933,29537232
transcript,29536933,29940022
exon,29536933,29537385
UTR,29536933,29537232
stop_codon,29537230,29537232
stop_codon,29537230,29537232
stop_codon,29537230,29537232
stop_codon,29537230,29537232
CDS,29537233,29537385
CDS,29537233,29537385
CDS,29537233,29537385
CDS,29537233,29537385
transcript,29537706,29939532
exon,29537706,29537778
UTR,29537706,29537772
stop_codon,29537770,29537772
CDS,29537773,29537778
exon,29537798,29537884
CDS,29537798,29537884
exon,29537798,29537884
CDS,29537798,29537884
transcript,29553252,29939912
exon,29553252,29553704
UTR,29553252,29553557
transcript,29553252,29939912
exon,29553252,29553704
UTR,29553252,29553557
stop_codon,29553555,29553557
stop_codon,29553555,29553557
CDS,29553558,29553704
CDS,29553558,29553704
exon,29555052,29555302
CDS,29555052,29555302
exon,29555052,29555302
CDS,29555052,29555302
exon,29555052,29555302
CDS,29555052,29555302
exon,29555052,29555302
CDS,29555052,29555302
exon,29555052,29555302
CDS,29555052,29555302
exon,29555052,29555302
CDS,29555052,29555302
exon,29555052,29555302
CDS,29555052,29555302
exon,29561624,29561849
CDS,29561624,29561849
exon,29561624,29561849
CDS,29561624,29561849
exon,29561624,29561849
CDS,29561624,29561849
exon,29561624,29561849
CDS,29561624,29561849
exon,29561624,29561849
CDS,29561624,29561849
exon,29561624,29561849
CDS,29561624,29561849
exon,29561624,29561849
CDS,29561624,29561849
exon,29576964,29577181
CDS,29576964,29577181
exon,29576964,29577181
CDS,29576964,29577181
exon,29576964,29577181
CDS,29576964,29577181
exon,29576964,29577181
CDS,29576964,29577181
exon,29576964,29577181
CDS,29576964,29577181
exon,29576964,29577181
CDS,29576964,29577181
exon,29576964,29577181
CDS,29576964,29577181
exon,29581425,29581543
CDS,29581425,29581543
exon,29581425,29581543
CDS,29581425,29581543
exon,29581425,29581543
CDS,29581425,29581543
exon,29581425,29581543
CDS,29581425,29581543
exon,29581425,29581543
CDS,29581425,29581543
exon,29581425,29581543
CDS,29581425,29581543
exon,29581425,29581543
CDS,29581425,29581543
exon,29587366,29587589
CDS,29587366,29587589
exon,29587366,29587589
CDS,29587366,29587589
exon,29587366,29587589
CDS,29587366,29587589
exon,29587366,29587589
CDS,29587366,29587589
exon,29587366,29587589
CDS,29587366,29587589
exon,29587366,29587589
CDS,29587366,29587589
exon,29587366,29587589
CDS,29587366,29587589
exon,29588839,29589042
CDS,29588839,29589042
exon,29588839,29589042
CDS,29588839,29589042
exon,29588839,29589042
CDS,29588839,29589042
exon,29588839,29589042
CDS,29588839,29589042
exon,29588839,29589042
CDS,29588839,29589042
exon,29588839,29589042
CDS,29588839,29589042
exon,29588839,29589042
CDS,29588839,29589042
exon,29591112,29591225
CDS,29591112,29591225
exon,29591112,29591225
CDS,29591112,29591225
exon,29591112,29591225
CDS,29591112,29591225
exon,29591112,29591225
CDS,29591112,29591225
exon,29591112,29591225
CDS,29591112,29591225
exon,29591112,29591225
CDS,29591112,29591225
exon,29591112,29591225
CDS,29591112,29591225
exon,29596526,29596570
CDS,29596526,29596570
exon,29596526,29596570
CDS,29596526,29596570
exon,29596526,29596570
CDS,29596526,29596570
exon,29596526,29596570
CDS,29596526,29596570
exon,29598830,29598937
CDS,29598830,29598937
exon,29598830,29598937
CDS,29598830,29598937
exon,29598830,29598937
CDS,29598830,29598937
exon,29598830,29598937
CDS,29598830,29598937
exon,29598830,29598937
CDS,29598830,29598937
exon,29598830,29598937
CDS,29598830,29598937
exon,29598830,29598937
CDS,29598830,29598937
exon,29642826,29642969
CDS,29642826,29642969
exon,29642826,29642969
CDS,29642826,29642969
exon,29642826,29642969
CDS,29642826,29642969
exon,29642826,29642969
CDS,29642826,29642969
exon,29642826,29642969
CDS,29642826,29642969
exon,29642826,29642969
CDS,29642826,29642969
exon,29642826,29642969
CDS,29642826,29642969
exon,29651118,29651291
CDS,29651118,29651291
exon,29651118,29651291
CDS,29651118,29651291
exon,29651118,29651291
CDS,29651118,29651291
exon,29651118,29651291
CDS,29651118,29651291
exon,29651118,29651291
CDS,29651118,29651291
exon,29651118,29651291
CDS,29651118,29651291
exon,29651118,29651291
CDS,29651118,29651291
exon,29654810,29654863
CDS,29654810,29654863
exon,29654810,29654863
CDS,29654810,29654863
exon,29654810,29654863
CDS,29654810,29654863
exon,29654810,29654863
CDS,29654810,29654863
exon,29654810,29654863
CDS,29654810,29654863
exon,29654810,29654863
CDS,29654810,29654863
exon,29654810,29654863
CDS,29654810,29654863
gene,29657406,29657831
transcript,29657406,29657831
exon,29657406,29657831
exon,29672983,29673164
CDS,29672983,29673164
exon,29672983,29673164
CDS,29672983,29673164
exon,29672983,29673164
CDS,29672983,29673164
exon,29672983,29673164
CDS,29672983,29673164
exon,29672983,29673164
CDS,29672983,29673164
exon,29672983,29673164
CDS,29672983,29673164
exon,29672983,29673164
CDS,29672983,29673164
exon,29689728,29689985
CDS,29689728,29689985
exon,29689728,29689985
CDS,29689728,29689985
exon,29689728,29689985
CDS,29689728,29689985
exon,29689728,29689985
CDS,29689728,29689985
exon,29689728,29689985
CDS,29689728,29689985
exon,29689728,29689985
CDS,29689728,29689985
exon,29689728,29689985
CDS,29689728,29689985
exon,29693896,29694063
CDS,29693896,29694063
exon,29693896,29694063
CDS,29693896,29694063
exon,29693896,29694063
CDS,29693896,29694063
exon,29693896,29694063
CDS,29693896,29694063
exon,29693896,29694063
CDS,29693896,29694063
exon,29693896,29694063
CDS,29693896,29694063
exon,29693896,29694063
CDS,29693896,29694063
gene,29748175,29764002
transcript,29748175,29763680
exon,29748175,29748300
exon,29748834,29749145
transcript,29749079,29763184
exon,29749079,29749145
exon,29758831,29759010
exon,29758831,29759014
exon,29760020,29760065
exon,29760020,29763184
exon,29763578,29763680
exon,29939383,29939625
CDS,29939383,29939500
exon,29939383,29939674
CDS,29939383,29939500
exon,29939383,29939996
CDS,29939383,29939500
exon,29939383,29940022
CDS,29939383,29939500
exon,29939383,29939532
CDS,29939383,29939500
exon,29939383,29939912
CDS,29939383,29939500
exon,29939383,29939912
CDS,29939383,29939500
start_codon,29939498,29939500
start_codon,29939498,29939500
start_codon,29939498,29939500
start_codon,29939498,29939500
start_codon,29939498,29939500
start_codon,29939498,29939500
start_codon,29939498,29939500
UTR,29939501,29939625
UTR,29939501,29939674
UTR,29939501,29939996
UTR,29939501,29940022
UTR,29939501,29939532
UTR,29939501,29939912
UTR,29939501,29939912
gene,30089717,30097836
transcript,30089717,30097836
exon,30089717,30089991
exon,30097668,30097836
gene,30165565,30166805
transcript,30165565,30166805
exon,30165565,30166805
UTR,30165565,30165945
stop_codon,30165943,30165945
CDS,30165946,30166617
start_codon,30166615,30166617
UTR,30166618,30166805
gene,30209151,30211783
transcript,30209151,30211783
exon,30209151,30209336
exon,30209738,30209925
exon,30211734,30211783
gene,30214006,30216097
transcript,30214006,30216097
exon,30214006,30216097
UTR,30214006,30215250
stop_codon,30215248,30215250
CDS,30215251,30215925
start_codon,30215923,30215925
UTR,30215926,30216097
gene,30263380,30263881
transcript,30263380,30263881
exon,30263380,30263881
gene,30281309,30282950
transcript,30281309,30282950
exon,30281309,30282950
UTR,30281309,30282170
stop_codon,30282168,30282170
CDS,30282171,30282932
start_codon,30282930,30282932
UTR,30282933,30282950
gene,30289145,30289514
transcript,30289145,30289514
exon,30289145,30289514
UTR,30289145,30289184
stop_codon,30289182,30289184
CDS,30289185,30289490
start_codon,30289488,30289490
UTR,30289491,30289514
gene,30319124,30320315
transcript,30319124,30320315
exon,30319124,30320315
UTR,30319124,30319405
stop_codon,30319403,30319405
CDS,30319406,30320035
start_codon,30320033,30320035
UTR,30320036,30320315
gene,30337013,30337694
transcript,30337013,30337694
exon,30337013,30337694
UTR,30337013,30337047
stop_codon,30337045,30337047
CDS,30337048,30337668
start_codon,30337666,30337668
UTR,30337669,30337694
gene,30348399,30348606
transcript,30348399,30348606
exon,30348399,30348606
UTR,30348399,30348411
stop_codon,30348409,30348411
CDS,30348412,30348606
start_codon,30348604,30348606
gene,30356515,30356885
transcript,30356515,30356885
exon,30356515,30356885
gene,30371390,30372271
transcript,30371390,30372271
exon,30371390,30372271
UTR,30371390,30371688
stop_codon,30371686,30371688
CDS,30371689,30372213
start_codon,30372211,30372213
UTR,30372214,30372271
gene,30375294,30375378
transcript,30375294,30375378
exon,30375294,30375378
gene,30396031,30396822
transcript,30396031,30396822
exon,30396031,30396822
UTR,30396031,30396086
CDS,30396087,30396602
start_codon,30396087,30396089
stop_codon,30396603,30396605
UTR,30396603,30396822
gene,30425265,30425968
transcript,30425265,30425968
exon,30425265,30425968
UTR,30425265,30425396
stop_codon,30425394,30425396
CDS,30425397,30425912
start_codon,30425910,30425912
UTR,30425913,30425968
gene,30430230,30431026
transcript,30430230,30431026
exon,30430230,30431026
UTR,30430230,30430275
CDS,30430276,30430755
start_codon,30430276,30430278
stop_codon,30430756,30430758
UTR,30430756,30431026
gene,30436466,30436964
transcript,30436466,30436964
exon,30436466,30436964
gene,30440275,30440869
transcript,30440275,30440869
exon,30440275,30440869
UTR,30440275,30440327
CDS,30440328,30440738
start_codon,30440328,30440330
stop_codon,30440739,30440741
UTR,30440739,30440869
gene,30479706,30480367
transcript,30479706,30480367
exon,30479706,30480367
UTR,30479706,30480047
stop_codon,30480045,30480047
CDS,30480048,30480317
start_codon,30480315,30480317
UTR,30480318,30480367
gene,30487043,30487436
transcript,30487043,30487436
exon,30487043,30487436
UTR,30487043,30487192
stop_codon,30487190,30487192
CDS,30487193,30487348
start_codon,30487346,30487348
UTR,30487349,30487436
gene,30491462,30492013
transcript,30491462,30492013
exon,30491462,30492013
UTR,30491462,30491714
stop_codon,30491712,30491714
CDS,30491715,30491957
start_codon,30491955,30491957
UTR,30491958,30492013
gene,30496824,30497165
transcript,30496824,30497165
exon,30496824,30497165
UTR,30496824,30496858
stop_codon,30496856,30496858
CDS,30496859,30497110
start_codon,30497108,30497110
UTR,30497111,30497165
gene,30501657,30502141
transcript,30501657,30502141
exon,30501657,30502141
UTR,30501657,30501874
stop_codon,30501872,30501874
CDS,30501875,30502090
start_codon,30502088,30502090
UTR,30502091,30502141
gene,30510307,30510497
transcript,30510307,30510497
exon,30510307,30510497
gene,30514613,30514799
transcript,30514613,30514799
exon,30514613,30514799
gene,30526546,30526701
transcript,30526546,30526701
exon,30526546,30526701
gene,30537278,30537381
transcript,30537278,30537381
exon,30537278,30537381
